,ï»¿Rank,Song,Artist,Year,Lyrics,ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence
129,30,put it on me,ja rule featuring lil mo and vita,2001, where would i be without my baby the thought alone might break me and i dont want to go crazy but every thug needs a ladygirl it feel like you and i been mourning together inseparable we chose pain over pleasure for that youll forever be a part of me mind body and soul aint no i in we baby when you cry who wipes your tears when you scared whos telling you theres nothin to fear girl ill always be there when you need a shoulder to lean on never hesitate knowing you can call on your soulmate and vice versa thats why i be the first to see jacob and frost your wrist up now you owe me i know youre tired of being lonely so baby girl put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on meyo and i appreciate the rocks and gifts that you cop me baby and that house on the hill when you drop like 80 on a down payment thinking damn aint life gravy and ever since for my honey i been twice the lady what would i do without the nights that you kept me warm when this cold world had a girl caught in a storm and i accept when you riff when you caught in a roam and respect when you flip cause our love is strong and when you hit the block i watch for 104 and when my pops asleep you snuck in the backdoor baby boy we been down since junior high so when life get hot in july its the world against you and i we ballin tied together and never heart from the heart knew that it would last forever when you told me you would never leave me lonely so baby boy put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mesince we met its been you and i a tear for a tear baby eye for an eye and you know that my heart gon cry if you leave me lonely cause you not just my love you my homie whos gonna console me my love im outta control hold me my love cause im yours and i dont want to do nothin to hurt my baby girl if this was our world itd be all yours baby the thought alone might break me and i dont want to go crazy cause every thug needs a lady yeah yeah i feel you baby cause them eyes aint lying wash away all the tears there be no more crying baby and you complete me and i would die if you aint wit me so baby girl put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on mewhere would i be without you uh i only think about you yeah i know youre tired or being lonely lonely so baby girl put it on me put it on me ,0OvwzS8FX73Bw7ykMRmffU,0.785,0.0516,186.244,0.325,0.00332,0,4,0.687,1,262827,-4.953,0.785
130,31,family affair,mary j blige,2001, lets get it crunk we gon have fun up on up in this dancerie we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancerie lets get it percolatin while youre waiting so just dance for mecome on everybody get on up cause you know we gots to get it crunk mary j is in the spot tonight as imma make it feel alright make it feel alright come on baby just party with me let loose and set your body free leave your situations at the door so when you step inside jump on the floorlets get it crunk we gon have fun up on up in this dancerie we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancerie lets get it percolatin while youre waiting so just dance for meits only gonna be about a matter of time before you get loose and start loose your mind cop you a drink go head and rock your ice cause we celebrating no more drama in our life with a great track pumpin everybodys jumpin goin ahead and twist your back and get your body bumpin i told you leave your situations at the door so grab somebody and get your ass on the dance floorlets get it crunk we gon have fun up on up in this dancerie we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancerie lets get it percolatin while youre waiting so just dance for mewe dont need dont need no haters just try to love one another we just want whyall have a good time no more drama in your life work real hard to make a dime if you got beef your problem not mine leave all that bs outside were gonna celebrate all night lets have fun tonight no fights turn the great track way making you dance all night and i got some real heat for ya this time doesnt matter if youre white or black lets get crunk cause marys backlets get it crunk we gon have fun up on up in this dancerie we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancerie lets get it percolatin while youre waiting so just dance for me ,3aw9iWUQ3VrPQltgwvN9Xu,0.56,0.0861,92.895,0.0436,0.138,1.19E-05,4,0.925,8,265867,-3.795,0.966
131,32,i hope you dance,lee ann womack,2001, i hope you never lose your sense of wonder you get your fill to eat but always keep that hunger may you never take one single breath for granted god forbid love ever leave you empty handed i hope you still feel small when you stand beside the ocean whenever one door closes i hope one more opens promise me that youll give faith a fighting chance and when you get the choice to sit it out or dancei hope you dance i hope you dancei hope you never fear those mountains in the distance never settle for the path of least resistance livin might mean takin chances but theyre worth takin lovin might be a mistake but its worth makin dont let some hellbent heart leave you bitter when you come close to sellin out reconsider give the heavens above more than just a passing glance and when you get the choice to sit it out or dancei hope you dance time is a wheel in constant motion always rolling us along i hope you dancei hope you dance tell me who wants to look back on their years and wonder i hope you dance where those years have gonei hope you still feel small when you stand beside the ocean whenever one door closes i hope one more opens promise me that youll give faith a fighting chance and when you get the choice to sit it out or dancedancei hope you dance i hope you dance time is a wheel in constant motion always rolling us along i hope you dance tell me who wants to look back on their years and wonder ,65B1tEOv5W294uCKbmEcFV,0.446,0.0891,151.328,0.0291,0.0524,0,4,0.416,7,294533,-9.557,0.278
132,33,south side,moby featuring gwen stefani,2001, see myself in the pouring home see the light come over now see myself in the pouring rain i watch hope come over mehere we are now going to the east side i pick up my friends and we start to ride ride all night we ride all day some may come and some may stayhere we are in the pouring home i watch the light man fall the comb i watch a light move across the screen i watch the light come over mehere we are now going to the west side weapons in hand as we go for a ride some may come and some may stay watching out for a sunny day where thereslove and darkness and my sidearm hey elanhere we are now going to the north side i look at my friends as they start to ride ride at night we ride all day looking out for a sunny dayhere we are now going to the south side i pick up my friends and we hope we wont die ride at night ride through heaven and hellcome back and feel so well ,5ifixZpz6rilPfj0kO4RQf,0.617,0.348,95.97,0.0586,0.0781,0,4,0.73,7,170653,-6.214,0.707
133,34,dont tell me,madonna,2001, dont tell me to stop tell the rain not to drop tell the wind not to blow cause you said sotell the sun not to shine not to get up this time no no let it fall by the way but dont leave me where i lay downtell me love isnt true its just something that we do tell me everything im not but please dont tell me to stoptell the leaves not to turn but dont ever tell me ill learn no no take the black off a crow but dont tell me i have to gotell the bed not to lay like the open mouth of a grave yeah not to stare up at me like a calf down on its kneestell me love isnt true its just something that we do tell me everything im not but dont ever tell me to stopdont you ever tell tell me love isnt true its just something that we do dont you ever tell tell me everything im not but dont ever tell me to stopdont you ever please dont please dont please dont tell me to stopdont you ever tell me dont you ever dont ever tell me to stoptell the rain not to drop tell the bed not to lay like a open mouth of a grave yeah not to stare up at me like a calf down on its kneeslike a open mouth of a grave yeah not to stare up at me ,4zbKNReI6jibB4I4SeoP4G,0.435,0.0838,127.792,0.0568,0.0937,0,3,0.416,5,197720,-6.361,0.115
134,35,get ur freak on,missy elliott,2001, head banga hit me hit me hit me hit me hit me yeah hit me gimme some new shit yeah gimme some new shit yeah gimme some new shit yeah gimme some new shitmissy be puttin it down im the hottest round i told yall motherooh yall cant stop me now listen to me now im lasting twenty rounds and if you want me nigga then come and get me now is you with me now then biggiebiggiebounce i know you dig the way i swswswitch my style holla people sing around now people gather round now people jump aroundgo get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak on    meaning  byamandah   editor    at the beginning of the recording a man says in japanese kore kara minna de mechakucha odotte sawagou sawagou in english this translates to everyone start    see all   go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak onwhos that bitch people you dont know me and timbaland been hot since twenty years ago what the dealio now what the drilly yo if you wanna battle then nigga let me know holla gotta feel me son let me throw you some people here i come now sweat me when im done we got the radio shook like we got a gungo get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak ongo get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak onquiet shhh hush your mouth silence when i spit it out spit sound in your face open your mouth give you a taste holla aint no stoppin me copywritten so dont copy me yall do it sloppyly and yall cant come close to me i know you feel me now i know you hear me loud i scream it loud and proud missy gon blow it down people gon play me now in and out of town cause im the best around with the crazy stylego get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak ongo get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur freak on go get ur get ur get ur get ur get ur freak on ,6zsk6uF3MxfIeHPlubKBvR,0.75,0.095,177.87,0.247,0.533,0.108,4,0.797,0,211120,-9.369,0.74
135,36,crazy,kci  jojo,2001,,2N5zMZX7YeL1tico8oQxa9,0.741,0.0826,111.963,0.0339,0.0172,0.0577,4,0.835,8,182066,-1.609,0.612
136,37,fill me in,craig david,2001, all right come on can you fill me in lets talk about iti was checking this girl next door when her parents went out she phoned said hey boy come on right around so i knock at the door you was standin with a bottle of red wine ready to pour dressed in long black satin and lace to the floor so i went in then we sat down start kissing caressing told me about jacuzzi sounded interesting so we jumped right in all calls diverted to answer phone please leave a message after the tone i mean me and her parents were kind of cool but they ran a fine line between me and you we were just doing things young people in love do parents tryna find out what we were up tosaying why were you creeping around late last night why did i see two shadows moving in your bedroom light now youre dressed in black when i left you were dressed in white can you fill me in calls diverted to answer phone red wine bottle half the contents gone when i returned jacuzzi turned on can you fill me inwhenever the coast was clear and shed ask me to come out id say hey girl come on right around so she knocked at the door i was standing with the keys in my hand to the 4x4 jumped in my ride checkin that nobody saw the club we went in we got down bounced bounced to the rhythm saw it was early morning thought wed better be leavin so i gave you my jacket for you to hold told you to wear it cause you felt cold i mean me and her didnt mean to break the rules i werent trying to play your mum and dad for fools we were just doing things young people in love do parents tryna find out what we were up tosaying why cant you keep your promises no more say youll be home by 12 come strolling in at 4 out went the girls but leaving with the boy next door can you fill me in wearing a jacket whos property said youd been queuing for a taxi but you left all your money on the tv can you fill me inall they seem to do is be checking up on you baby watchin our every move think some day they might approve babywhy were you creeping around late last night why did i see two shadows moving in your bedroom light now youre dressed in black when i left you were dressed in white can you fill me in calls diverted to answer phone red wine bottle half the contents gone when i returned jacuzzi turned on can you fill me in ,4mIgMODzoKcvBnHeehLctZ,0.704,0.153,124.02,0.042,0.0516,0.000683,4,0.745,8,219855,-7.306,0.393
137,38,someone to call my lover,janet,2001,janet so so def yeah uh i put my hand up on your hip when i dip you dip we dip i put my hand up on your hip when i dip you dip remix i put my hand up on your hip when i dip you dip we dip i put my hand up on your hip when i dip we dip listen to the remix back on the road again feelin kind of lonely and looking for the right guy to be mine friends say im crazy cause easily i fall in love you gotta do it different j this time maybe well meet at a bar hell drive a funky car maybe well meet at a club and fall so deeply in love hell tell me im the one and well have so much fun ill be the girl of his dreams maybe alright maybe gonna find him today i gotta get someone to call my lover yeah baby come on alright baby come and pass my way i gotta get someone to call my lover yeah baby come on unverified i spoil them when im in love giving them what they dream of sometimes its not a good thing but im blind i love hard with everything giving my all more than they i took my friends advice this time i do it differently maybe well meet at a bar hell drive a funky car maybe well meet at a club and fall so deeply in love hell tell me im the one and well have so much fun ill be the girl of his dreams maybe alright maybe gonna find him today i gotta get someone to call my lover yeah baby come on alright baby come and pass my way i gotta get someone to call my lover yeah baby come on unverified yeah uhhuh huh now what you need to do is holla at me i understand everything you need know for sure even though you feel lonely know for sure before you push the speed and find yourself in a place you aint trying to be he aint gotta have dough he gotta make you laugh know what to do when youre feelin bad know what to do when youre feelin sad fix you something to eat and run your bath oh my my looking for a guy guy i dont want him too shy but hes gotta have the qualities that i like in a man strong smart affectionate hes gotta be all for me and ill be too youll see happily gotta know how to spend his time gotta know how to use his mind gotta know how to say whats mine is yours and baby whats yours is mine if you cant find imma be right here everything you want is right here i wouldnt lie to you im the cat at the bar with the cranberry car in the club that you about to fall in love remix maybe well meet at a bar hell drive a funky car maybe well meet at a club and fall so deeply in love hell tell me im the one and well have so much fun ill be the girl of his dreams maybe alright maybe gonna find him today i gotta get someone to call my lover yeah baby come on alright baby come and pass my way i gotta get someone to call my lover yeah baby come on alright maybe gonna find him today i gotta get someone to call my lover yeah baby come on alright baby come and pass my way i gotta get someone to call my lover yeah baby come on unverified maybe well meet at a bar hell drive a funky car maybe well meet at a club and fall so deeply in love hell tell me im the one and well have so much fun ill be the girl of his dreams maybe alright maybe gonna find him today i gotta get someone to call my lover yeah baby come on alright baby come and pass my way i gotta get someone to call my lover yeah baby come on thats how we do,3cNtjgYi1Z6zR35fOiNtuZ,0.914,0.156,127.907,0.041,0.135,0.000672,4,0.729,2,272360,-4.043,0.921
138,39,with arms wide open,creed,2001, well i just heard the news today it seems my life is going to change i close my eyes begin to pray then tears of joy stream down my facewith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open with arms wide openwell i dont know if im ready to be the man i have to be ill take a breath ill take her by my side we stand in awe weve created lifewith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open now everything has changed ill show you love ill show you everythingwith arms wide open with arms wide open ill show you everything oh yeah with arms wide open wide openif i had just one wish only one demand i hope hes not like me i hope he understands that he can take this life and hold it by the hand and he can greet the world with arms wide openwith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open now everything has changed ill show you love ill show you everything with arms wide open with arms wide openill show you everything oh yeah with arms wide open wide open ,0eKyHwckh9vQb8ncZ2DXCs,0.546,0.118,138.946,0.033,0.0038,0.000787,4,0.42,0,274800,-8.476,0.129
139,40,case of the ex,m'ya,2001, yea mya red zone what whatits after midnight and shes on your phone sayin come over cuz shes all alone i could tell it was your ex by your tone why is she callin now after so longnow what is that she wants tell me what is that she needs did she hear about the brand new benz that you just bought for me coz yall didnt have no kids didnt share no mutual friends and you told me that she turned trick when yall broke up in ninety sixwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backtheres no need to reminisce about the past obviously coz that shit did not last i know how a woman try to game you so dont get caught up because baby youll losenow what is that she wants tell me what is that she needs did she hear about the brand new benz that you just bought for me coz yall didnt have no kids didnt share no mutual friends and you told me that she turned trick when yall broke up in ninety sixwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backtell me why she on the phone in the middle of the night tell me why she in your life trynna get whats mine she dont know me shes about to know me im in your life thats how its gon be ive seen her photo she aint even all that so if you want her back you can take her back cuz game recognize game i could do the same thing get it right change or take back this ringwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backwhatcha gonna do when you cant say no when her feelings start to show boy i really need to know and how you gonna act how you gonna handle that whatcha gonna do when she wants you backyea playboy right now yea mya yea mya red zone what what ,1ak0S3NhwWrUgNlQhJ1412,0.69,0.0716,98.002,0.0445,0.0565,8.19E-05,4,0.78,1,236827,-4.958,0.341
140,41,all or nothing,otown,2001, i know when hes been on your mind that distant look is in your eyes i thought with time youd realize its over overits not the way i choose to live and somethin somewheres gotta give a share in this relationship gets older olderyou know id fight for you but how could i fight someone who isnt even there ive had the rest of you now i want the best of you i dont care if thats not faircause i want it all or nothing at all theres nowhere left to fall when you reach the bottom its now or never is it all or are we just friends is this how it ends with a simple telephone call you leave me here with nothing at allthere are time it seems to me im sharing you with memories i feel it in my heart but i dont show it show itthen theres times you look at me as though im all that you could see those times i dont belive its right i know it know itdont make me promises baby you never did know how to keep them well ive had the rest of you now i want the best of you its time to show and tellcause i want it all or nothing at all theres nowhere left to fall when you reach the bottom its now or never is it all or are we just friends is this how it ends with a simple telephone call you leave me here with nothingcause you and i could lose it all if youve got no more room nowhere inside for me in your lifecause i want it all or nothing at all theres nowhere left to fall its now or never is it all or nothing at all theres nowhere left to fall when you reach the bottom its now or neveris it all or are we just friends is this how it ends with a simple telephone call you leave me here with nothing at all or nothing at all theres nowhere left to fall when you reach the bottom its now or neveris it all or are we just friends is this how it ends with a simple telephone call you leave me here with nothing at all ,7LP4Es66zdY7CyjepqmvAg,0.693,0.0778,66.002,0.0311,0.0149,0,4,0.663,11,212107,-4.505,0.71
141,42,bootylicious,destinys child,2001, kelly can you handle this michelle can you handle this beyoncÃŒÂ© can you handle this i dont think they can handle thisbarely move weve arrived lookin sexy lookin fly baddest chick chick inside dj jam tonight spotted me a tender thang there you are come on baby dont you wanna dance with me can you handle handle meyou gotta do much better if you gone dance with me tonight you gotta work your jelly if you gone dance with me tonight read my lips carefully if you like what you see move groove prove you can hang with me by the looks i got you shook up and scared of me hook up your seat belt its time for takeoffi dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babebaby can you handle this baby can you handle this baby can you handle this i dont think you can handle thisim about to break you off htown goin hard lead my hips slap my thighs swing my hair square my eyes lookin hot smellin good groovin like im from the hood look over my shoulder i blow you a kiss can you handle handle thisi dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babemove your body up and down whoo make your booty touch the ground whoo i cant help but wonder why whoo is my vibe too vibealacious for you babei shake my jelly at every chance when i whip with my hips you slip into a trance im hoping you can handle all this jelly that i have now lets cut a rug while we scat some jazzi dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for yo babei dont think you ready for this jelly i dont think you ready for this jelly i dont think you ready for this cause my body too bootylicious for you babe ,41nT1Sp6ChR65FbsdLlFHW,0.835,0.152,103.376,0.275,0.00281,1.11E-06,4,0.84,1,207907,-4.386,0.637
142,43,im like a bird,nelly furtado,2001, youre beautiful and thats for sure youll never ever fade your lovely but its not for sure and i wont ever changeand though my love is rare and though my love is trueim like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and i need for you to knowis your faith in me brings me to tears even after all these years and it pains me so much to tell that you dont know me that welland though my love is rare and though my love is trueim like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know isits not that i want to say goodbye its just that every time you try to tell me me that you love me oh oh each and every single day i know im gonna have to eventually give you away yeahand though my love is rare and though my love is true yeah and im just scared that we may fall through yeah yeahim like a bird im like a bird i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is i dont know where my soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is i dont know where my soul is i dont know where my home is and baby all i need for you to know is im like a bird ill only fly away i dont know where my soul is i dont know where my home is and baby all i need for you to know is ,2tP7ZekzXfduShx8C6cbll,0.633,0.288,89.644,0.0383,0.147,1.48E-06,4,0.616,10,243160,-5.076,0.58
143,44,kryptonite,3 doors down,2001, i took a walk around the world to ease my troubled mind i left my body lying somewhere in the sands of time i watched the world float to the dark side of the moon i feel there is nothing i can do yeahi watched the world float to the dark side of the moon after all i knew it had to be something to do with you i really dont mind what happens now and then as long as youll be my friend at the endif i go crazy then will you still call me superman if im alive and well will you be there holding my hand ill keep you by my side with my superhuman might kryptoniteyou call me strong you call me weak but still your secrets i will keep you took for granted all the times i never let you downyou stumbled in and bumped your head if not for me then youd be dead i picked you up and put you back on solid groundif i go crazy then will you still call me superman if im alive and well will you be there holding my hand ill keep you by my side with my superhuman might kryptoniteif i go crazy then will you still call me superman if im alive and well will you be there holding my hand ill keep you by my side with my superhuman might kryptonite yeahif i go crazy then will you still call me superman if im alive and well will you be there holding my hand ill keep you by my side with my superhuman might kryptonite ,6ZOBP3NvffbU4SZcrnt1k6,0.86,0.165,99.031,0.0306,0.00624,2.18E-05,4,0.545,11,233827,-5.054,0.581
144,45,fiesta,r kelly featuring jayz,2001, after the show its the after party then after the party its the hotel lobby and after the belve then its probably cris and after the original its probably this fiesta yes ma bedstuy fiesta remix with the homie from the midwest side game recognize game hoes do too its the new 2 live crew i suppose you knew so thugs pop yo toasters but dont approach us or bulletsll chase you like moet mimosas catch us both coasts racin twin porsches boxes with glocks thatll pop ya to make ya ghostes whoever come closest youve been warned but niggas dont get the picture til the weapons is drawn make your way backstage baby girl its on and well be drinkin til six in the morninin the back of the club with mama poppin bottles of cris with mama put the bar on the tab for mama throwin hundreds up for grabs for mama cause its about to go down tonight im a be drinkin til the early lizight thats right nigga high like a muhfuckin kizite take three honies just to make me feel rizight my my my my its what they all say when they see the frozen ice they say my my my my anytime they see them big things only cause iwhile yall gotta club date im fuckin wit arenas gotcha man sayin kelly have you seen her yeah she wit me on the low gettin high off the dro got her knees on the flofiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiesta fiestaswitchin lanes in my six in the burbs i met a broad named tasha in the burbs took the hood then i moved it to the burbs now no more sheriffs or polices in the burbs thats right and we about to tear this club up dont worry bout expenses cause i got that sho nough ready to boo like im fresh outta jizzail i need some woo from all the honeys on the dl i said my my my my yeah its what them thugs yellin when the strippers on fizzles they say my my my my yeah got kisha yellin from that up and down sizzlewhile yall gotta club date im fuckin wit arenas gotcha man sayin kelly have you seen her yeah she wit me on the low gettin high off the dro got her knees on the floi put the big body up come through in a rover not only kelly and gotti its boo and hova pop cris if you like my ice glist in the light im wit rocland right so im rich for life im like heaven everybody wanna get to me how you make it to the gates and forget the key im the one god chose so you blessed through me gotti floyd getchu higher than that ecstasyhey yo i come through stunnin plus im gettin blunted in the new sixhundred with the big rims on it we rock rocks thatll light ya shoulders gotta lotta hot cars but the drops is colder ah you see vip me kelly gotti and hov drinkin cris like its h2o all we do is spend cheese cause we love the dough mami roll more trees before its time to goif you got cash money then you feel this shit and if you rollin on them things then you feel this shit if you drunk off in the club then you feel this shit if youse a motherfuckin thug then you feel this shit if you smokin on some dro then you feel this shit and if you off that ecstasy you gots to feel this shit if you sippin on some cris you gots to feel this shit and if you throwin up and shit you gots to feel this shit fiestafiesta fiesta ,3UizT8ymYQqyFar48nWDPO,0.539,0.0438,112.561,0.0339,0.223,1.72E-05,4,0.724,6,173808,-9.58,0.874
145,46,when its over,sugar ray,2001, when its over thats the time i fall in love again and when its over thats the time youre in my heart again and when you go go go go i know it never ends never endsall the things that i used to say all the words that got in the way all the things that i used to know have gone out the window all the things that she used to bring all the songs she used to sing all the favorite tv shows have gone out the windowim missing you i never knew how much shed loved me im missing you i never knew how much you meant to me i need you and when you go go go go i know it never ends never endsall the things that i used to say all the words that got in the way all the things that i used to know have gone out the window all the things that she used to bring all the songs she used to sing all the favorite tv shows have gone out the windowim wishing you you never said you were pretending im wishing you you feel the same and just come back to me i need you and when you go go go go i know it never ends never endswhen its over can i still come over and when its over is it really over when its over thats the time i fall in love againall the things that i used to say all the words that got in the way all the things that i used to know have gone out the window all the things that she used to bring all the songs she used to sing all the favorite tv shows have gone out the windowall the things that i used to say all the words that got in the way all the things that i used to know have gone out the window all the things that she used to bring all the songs she used to sing all the favorite tv shows have gone out the windowall the things that i used to say all the words that got in the way all the things that i used to know have gone out the window all the things that she used to bring all the songs she used to sing ,66gQLJPstIw23s1QPyai7i,0.835,0.264,127.1,0.0461,0.047,0.000132,4,0.585,1,302693,-4.534,0.376
146,47,jaded,aerosmith,2001, NA ,1G2o8smHvvzpxwOWyLW2o1,0.758,0.412,123.064,0.113,0.0923,0.442,4,0.792,2,179024,-5.471,0.658
147,48,promise,jagged edge,2001, nothing is promised to me and you so why will we let this thing go baby i promise that ill stay true dont let nobody say it aint so and baby i promise that i will never leave that everything will be alright i i promise these things to you girl just believe i promiseshould of known the things you said been right forever is such a very long time we never even had a fight dont let no one change your mind cause they dont know how much i care they dont know the things we share unless theyre here babe but since theyre not how can they say im not true oh oh ohif you need a love i got the love that you need aint no way they can take that from me and i pray to god that one day they will see theyll see that im all that you neednothing is promised to me and you so why will we let this thing go baby i promise that ill stay true dont let nobody say it aint so and baby i promise that i will never leave that everything will be alright i i promise these things to you girl just believe i promisewhen i think of all the times i said that i will see you another day baby nothings gonna change yes it is said you mean the world to me and babygirl i keep you first yeah cause thats the kind of love you deserve and to know i got a love if you need a love yeahif you need a love i got the love that you need aint no way they can take that from me and i pray to god that one day they will seei swear to you because a promised oh girl nothing is promised to me and you so why will we let this thing go baby i promise that ill stay true dont let nobody say it aint so and baby i promise that i will never leave that everything will be alright i i promise these things to you girl just believe i promiseyoure the only i want in my life and i promise everything is alright girl youre the only i want in my life i promise promise promise you babyyoure the only i want in my life and i promise everything is alright girl youre the only i want in my life i promise promise promise you babyyoure the only i want in my life and i promise everything is alright girl youre the only i want in my life i promise promise promise you babyyoure the only i want in my life ,5IZc3KIVFhjzJ0L2kiXzUl,0.469,0.0753,103.057,0.0646,0.0599,0,4,0.797,8,224240,-8.112,0.481
148,49,missing you,case,2001, standing here looking out my window my nights are long and my days are cold cause i dont have you how can i be so damn demanding i know you said that its over now but i cant let goevery day i want to pick up the phone and tell you that youre everything i need and more if only i could find youlike a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im the ring without a hand im missing youdriving round thought i saw you pass me my rear view mirrors playing tricks on me cause you fade away maybe im just hallucinating cause my loneliness got the best of me and my hearts so weakevery day i want to pick up the phone and tell you that youre everything i need and more if only i could find youlike a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im the ring without a hand im missing youlike a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im the ring without a hand im missing youyeah yeah yeah yeah yeah yeah yeah yeah yeahlike a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im the ring without a hand im missing you  ,0c2yZp1tTYAUiKraMdS8Yg,0.731,0.282,99.981,0.0281,0.0475,0,4,0.56,2,244824,-6.121,0.401
